Name,PID,CommandLine
msedgewebview2.exe,10796,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:0ccd90c4b4f73b29e2789dc4ab7ddef5304d416f --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=151.0.7922.138 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=151.0.4129.93 --initial-client-data=0x170,0x174,0x178,0x150,0x188,0x7ff9139665f0,0x7ff913966600,0x7ff913966610"
msedgewebview2.exe,3340,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1688,i,423109454408662667,15334426341176343227,262144 --field-trial-handle=2052,i,17174088440585320062,7219506864918556487,262144 --variations-seed-version --pseudonymization-salt-handle=2064,i,10552855703361513834,9383650701429099682,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2060 /prefetch:2 /pfhostedapp:0ccd90c4b4f73b29e2789dc4ab7ddef5304d416f"
msedgewebview2.exe,4336,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=1840,i,5358444328891639717,12855142896422811002,524288 --field-trial-handle=2052,i,17174088440585320062,7219506864918556487,262144 --variations-seed-version --pseudonymization-salt-handle=2064,i,10552855703361513834,9383650701429099682,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2136 /prefetch:11 /pfhostedapp:0ccd90c4b4f73b29e2789dc4ab7ddef5304d416f"
RuntimeBroker.exe,5952,C:\Windows\System32\RuntimeBroker.exe -Embedding
msedgewebview2.exe,2764,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2448,i,3392434192621222203,7147203132935884637,524288 --field-trial-handle=2052,i,17174088440585320062,7219506864918556487,262144 --variations-seed-version --pseudonymization-salt-handle=2064,i,10552855703361513834,9383650701429099682,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2524 /prefetch:13 /pfhostedapp:0ccd90c4b4f73b29e2789dc4ab7ddef5304d416f"
msedgewebview2.exe,4900,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.93\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\mmilne\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--expose-gc --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --time-ticks-at-unix-epoch=-1787024956665314 --launch-time-ticks=329149928751 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3652,i,17292747046728897364,7129328108588181402,2097152 --field-trial-handle=2052,i,17174088440585320062,7219506864918556487,262144 --variations-seed-version --pseudonymization-salt-handle=2064,i,10552855703361513834,9383650701429099682,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3664 /pfhostedapp:0ccd90c4b4f73b29e2789dc4ab7ddef5304d416f /prefetch:1"
svchost.exe,10836,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService
dllhost.exe,4148,C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}
WidgetService.exe,340,"""C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.19.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"" -RegisterProcessAsComServer -Embedding"
msedge.exe,3476,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --skip-read-main-dll --metrics-shmem-handle=7764,i,11395258534628613485,416054963689090424,524288 --field-trial-handle=2708,i,3313959534577007606,10843564659338778431,262144 --variations-seed-version --pseudonymization-salt-handle=2716,i,173775317478468872,9161170040350648233,4 --trace-process-track-uuid=3190709074393805300 --mojo-platform-channel-handle=7752 /prefetch:12"
taskhostw.exe,2092,taskhostw.exe
server.exe,8496,C:\Users\mmilne\.claude\remote\srv\7d193f89fc02cf1035a391245312e34ad419f63e\server.exe --serve --socket C:/Users/mmilne/.claude/remote/run/574c1fd7/rpc.sock --token-file C:/Users/mmilne/.claude/remote/run/574c1fd7/token.f1619e432a1b448d
2.1.246.exe,3132,"C:\Users\mmilne\.claude\remote\ccd-cli\2.1.246.exe --output-format stream-json --verbose --input-format stream-json --effort high --model claude-sonnet-5 --permission-prompt-tool stdio --resume=813f4158-fd92-461f-ae34-393aa8ed3c6f --allowedTools mcp__computer-use,mcp__ccd_session__spawn_task,mcp__ccd_session__dismiss_task,mcp__ccd_session__mark_chapter,mcp__ccd_session_mgmt__list_sessions,mcp__ccd_session_mgmt__get_session,mcp__ccd_session_mgmt__set_session_title,mcp__ccd_session_mgmt__send_message,mcp__ccd_session_mgmt__search_session_transcripts,mcp__ccd_session_mgmt__list_events,mcp__ccd_session__read_widget_context --setting-sources=user,project,local --permission-mode auto --include-partial-messages --plugin-dir C:/Users/mmilne/.claude/remote/plugins/6245c68a10bdaf0a --plugin-dir C:/Users/mmilne/.claude/remote/plugins/cf8b5e461cbb6882 --thinking-display omitted --replay-user-messages --settings {}"
conhost.exe,5232,\??\C:\WINDOWS\system32\conhost.exe 0x4
svchost.exe,7220,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost
sshd.exe,6096,"""C:\WINDOWS\System32\OpenSSH\sshd.exe"" -R"
sshd.exe,3620,"""C:\WINDOWS\System32\OpenSSH\sshd.exe"" -z"
conhost.exe,6260,"C:\WINDOWS\system32\conhost.exe --headless --width 80 --height 24 --signal 0x1f0 -- ""c:\windows\system32\cmd.exe"""
cmd.exe,6468,c:\windows\system32\cmd.exe
sshd.exe,11852,"""C:\WINDOWS\System32\OpenSSH\sshd.exe"" -R"
sshd.exe,11384,"""C:\WINDOWS\System32\OpenSSH\sshd.exe"" -z"
cmd.exe,1276,"""c:\windows\system32\cmd.exe"" /c ""sftp-server.exe """
conhost.exe,8264,\??\C:\WINDOWS\system32\conhost.exe 0x4
sftp-server.exe,3940,"""sftp-server.exe """
cmd.exe,10132,"""c:\windows\system32\cmd.exe"" /c ""powershell.exe -NoProfile -NonInteractive -ExecutionPolicy Bypass -EncodedCommand JgAgACcAQwA6AC8AVQBzAGUAcgBzAC8AbQBtAGkAbABuAGUALwAuAGMAbABhAHUAZABlAC8AcgBlAG0AbwB0AGUALwBzAHIAdgAvADcAZAAxADkAMwBmADgAOQBmAGMAMAAyAGMAZgAxADAAMwA1AGEAMwA5ADEAMgA0ADUAMwAxADIAZQAzADQAYQBkADQAMQA5AGYANgAzAGUALwBzAGUAcgB2AGUAcgAuAGUAeABlACcAIAAnAC0ALQBiAHIAaQBkAGcAZQAnACAAJwAtAC0AcwBvAGMAawBlAHQAJwAgACcAQwA6AC8AVQBzAGUAcgBzAC8AbQBtAGkAbABuAGUALwAuAGMAbABhAHUAZABlAC8AcgBlAG0AbwB0AGUALwByAHUAbgAvADUANwA0AGMAMQBmAGQANwAvAHIAcABjAC4AcwBvAGMAawAnADsAIABlAHgAaQB0ACAAJABMAEEAUwBUAEUAWABJAFQAQwBPAEQARQA="""
conhost.exe,8204,\??\C:\WINDOWS\system32\conhost.exe 0x4
powershell.exe,5984,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy Bypass -EncodedCommand JgAgACcAQwA6AC8AVQBzAGUAcgBzAC8AbQBtAGkAbABuAGUALwAuAGMAbABhAHUAZABlAC8AcgBlAG0AbwB0AGUALwBzAHIAdgAvADcAZAAxADkAMwBmADgAOQBmAGMAMAAyAGMAZgAxADAAMwA1AGEAMwA5ADEAMgA0ADUAMwAxADIAZQAzADQAYQBkADQAMQA5AGYANgAzAGUALwBzAGUAcgB2AGUAcgAuAGUAeABlACcAIAAnAC0ALQBiAHIAaQBkAGcAZQAnACAAJwAtAC0AcwBvAGMAawBlAHQAJwAgACcAQwA6AC8AVQBzAGUAcgBzAC8AbQBtAGkAbABuAGUALwAuAGMAbABhAHUAZABlAC8AcgBlAG0AbwB0AGUALwByAHUAbgAvADUANwA0AGMAMQBmAGQANwAvAHIAcABjAC4AcwBvAGMAawAnADsAIABlAHgAaQB0ACAAJABMAEEAUwBUAEUAWABJAFQAQwBPAEQARQA=
server.exe,6048,"""C:\Users\mmilne\.claude\remote\srv\7d193f89fc02cf1035a391245312e34ad419f63e\server.exe"" --bridge --socket C:/Users/mmilne/.claude/remote/run/574c1fd7/rpc.sock"
WUDFHost.exe,4536,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-8be94035-93f2-41e8-b7b4-01440b764a68 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-42fd4f4f-c445-4153-8d05-f8b8ee1ab0f9 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-c4cd7147-f32c-4bac-96ee-3b39419bbcd8 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-2994a214-3ff9-4ab3-b29a-7bddb9fa6672 -LifetimeId:b68e6018-d160-49ad-af5d-7f03aa7dba72 -DeviceGroupId: -HostArg:16"
svchost.exe,8700,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -s ScDeviceEnum
ApplicationFrameHost.exe,13904,C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding
svchost.exe,13008,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s NPSMSvc
svchost.exe,15304,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc
svchost.exe,13820,C:\WINDOWS\System32\svchost.exe -k netsvcs
2.1.246.exe,15120,"C:\Users\mmilne\.claude\remote\ccd-cli\2.1.246.exe --output-format stream-json --verbose --input-format stream-json --effort high --model claude-sonnet-5 --permission-prompt-tool stdio --allowedTools mcp__computer-use,mcp__ccd_session__spawn_task,mcp__ccd_session__dismiss_task,mcp__ccd_session__mark_chapter,mcp__ccd_session_mgmt__list_sessions,mcp__ccd_session_mgmt__get_session,mcp__ccd_session_mgmt__set_session_title,mcp__ccd_session_mgmt__send_message,mcp__ccd_session_mgmt__search_session_transcripts,mcp__ccd_session_mgmt__list_events,mcp__ccd_session__read_widget_context --setting-sources=user,project,local --permission-mode auto --include-partial-messages --plugin-dir C:/Users/mmilne/.claude/remote/plugins/2ec6faf9a26f983a --plugin-dir C:/Users/mmilne/.claude/remote/plugins/cf8b5e461cbb6882 --thinking-display omitted --replay-user-messages --settings {}"
conhost.exe,13576,\??\C:\WINDOWS\system32\conhost.exe 0x4
powershell.exe,1088,powershell
msedge.exe,15336,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=230 --time-ticks-at-unix-epoch=-1787024956665314 --launch-time-ticks=907088337150 --skip-read-main-dll --metrics-shmem-handle=8152,i,14257002558304438345,3483018486555094805,2097152 --field-trial-handle=2708,i,3313959534577007606,10843564659338778431,262144 --variations-seed-version --pseudonymization-salt-handle=2716,i,173775317478468872,9161170040350648233,4 --trace-process-track-uuid=3190709201831496764 --mojo-platform-channel-handle=17132 /prefetch:1"
FileCoAuth.exe,4480,"""C:\Users\mmilne\AppData\Local\Microsoft\OneDrive\26.145.0728.0011\FileCoAuth.exe"" -Embedding"
SearchProtocolHost.exe,12796,"""C:\WINDOWS\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe305_ Global\UsGthrCtrlFltPipeMssGthrPipe305 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" "
SearchFilterHost.exe,14176,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 944 3408 3696 924 {5E941D80-BF96-11CD-B579-08002B30BFEB}"
SearchFilterHost.exe,8876,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 944 1624 1616 924 {7E9D8D44-6926-426F-AA2B-217A819A5CCE}"
Sysmon64.exe,7644,
unsecapp.exe,548,C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding
svchost.exe,14680,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup
SearchFilterHost.exe,5288,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 944 2800 2796 924 {0E5DCEC5-7795-4E38-9621-94DFD9F9A421}"
svchost.exe,11380,
powershell.exe,8124,"C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""try { $PSDefaultParameterValues['Out-File:Encoding'] = 'utf8' } catch {}; if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') { try { $OutputEncoding = [System.Text.UTF8Encoding]::new() } catch {}; if ($null -ne $PSStyle) { try { $PSStyle.OutputRendering = 'PlainText' } catch {} } }; powershell -NoProfile -ExecutionPolicy Bypass -File \""C:\Users\mmilne\Documents\process-monitor\run-session.ps1\""
; $_ec = if ($null -ne $LASTEXITCODE) { $LASTEXITCODE } elseif ($?) { 0 } else { 1 }
; (Get-Location).Path | Out-File -FilePath 'C:\Users\mmilne\AppData\Local\Temp\claude\claude-pwd-ps-b111' -Encoding utf8 -NoNewline
; if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') { $host.SetShouldExit($_ec) } else { exit $_ec }"""
powershell.exe,6412,"""C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -ExecutionPolicy Bypass -File C:\Users\mmilne\Documents\process-monitor\run-session.ps1"
baseline-capture.exe,14448,"""C:\Users\mmilne\Documents\process-monitor\baseline-capture\baseline-capture.exe"" session_baseline_pidlist.csv"
powershell.exe,8448,"powershell -NoProfile -NonInteractive -Command ""Get-CimInstance Win32_Process | Select-Object Name,ProcessId,CommandLine | ConvertTo-Json -Compress"""
WmiPrvSE.exe,6520,C:\WINDOWS\system32\wbem\wmiprvse.exe
